,BOOK NAME,AUTHOR,PAGES
7520,The Highly Sensitive Person,Elaine Aron,456
7521,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,272
7522,Open Book,Jessica Simpson,417
7523,Self-Compassion: The Proven Power of Being Kind to Yourself,Dr. Kristin Neff,379
7524,The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level,Gay Hendricks,193
7525,"Act Like a Lady, Think Like a Man, Expanded Edition: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,223
7526,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,185
7527,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Eric Barker,420
7528,Silence: The Power of Quiet in a World Full of Noise,Thich Nhat Hanh,133
7529,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,141
7530,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,64
7531,Running on Empty: Overcome Your Childhood Emotional Neglect,Jonice Webb,275
7532,"Search Inside Yourself: The Unexpected Path to Achieving Success, Happiness (and World Peace)",HarperCollins,384
7533,"Changes That Heal: Four Practical Steps to a Happier, Healthier You",Henry Cloud,389
7534,The Effective Executive: The Definitive Guide to Getting the Right Things Done,Peter F. Drucker,276
7535,When God Winks at You: How God Speaks Directly to You Through the Power of Coincidence,Squire Rushnell,190
7536,"Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again",Lysa TerKeurst,293
7537,Rich Dad Poor Dad,Robert T. Kiyosaki,267
7538,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,284
7539,Happy Is the New Healthy,Joan Neehall,275
7540,Unoffendable: How Just One Change Can Make All of Life Better,Brant Hansen,227
7541,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,Robert Wright,416
7542,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,271
7543,"10% Happier Revised Edition: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story",Dan Harris,319
7544,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,149
7545,Hopeful Healing: Essays on Managing Recovery and Surviving Addiction,Mackenzie Phillips,195
7546,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,234
7547,The Sacred Enneagram: Finding Your Unique Path to Spiritual Growth,Christopher L. Heuertz,361
7548,The Art of Communicating,Thich Nhat Hanh,122
7549,The F*ck It Diet: Eating Should Be Easy,Caroline Dooner,311
7550,"Verbal Judo, Second Edition: The Gentle Art of Persuasion","George J. Thompson, PhD",245
7551,First Things First,Stephen R. Covey,418
7552,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,392
7553,Radical Remission: Surviving Cancer Against All Odds,"Kelly A. Turner, PhD",351
7554,"Necessary Endings: The Employees, Businesses, and Relationships That All of Us Have to Give Up in Order to Move Forward",Henry Cloud,295
7555,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,264
7556,"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage",Mel Robbins,258
7557,Shook One: Anxiety Playing Tricks on Me,Charlamagne Tha God,282
7558,You Learn By Living: Eleven Keys for a More Fulfilling Life,Eleanor Roosevelt,213
7559,Rich Dad's Cashflow Quadrant,Robert T. Kiyosaki,382
7560,"The Perennial Philosophy: An Interpretation of the Great Mystics, East and West",Aldous Huxley,515
7561,The 5 AM Club: Own Your Morning. Elevate Your Life.,Robin Sharma,389
7562,Get the Guy: Learn Secrets of the Male Mind to Find the Man You Want and the Love You Deserve,Matthew Hussey,288
7563,"Writing into the Wound: Understanding trauma, truth, and language",Roxane Gay,39
7564,A Year of Miracles: Daily Devotions and Reflections,Marianne Williamson,391
7565,"The Courage To Be Disliked: How to free yourself, change your life and achieve real happiness",Ichiro Kishimi,312
7566,Fear: Essential Wisdom for Getting Through the Storm,Thich Nhat Hanh,149
7567,"Why Zebras Don't Get Ulcers: The Acclaimed Guide to Stress, Stress-Related Diseases, and Coping (Third Edition)",Robert M. Sapolsky,1014
7568,"Damage Control: Women on the Therapists, Beauticians, and Trainers Who Navigate Their Bodies",Emma Forrest,265
7569,The Sermon on the Mount: The Key to Success in Life,Emmet Fox,191
7570,Miracles Happen: The Transformational Healing Power of Past-Life Memories,Brian L Weiss,452
7571,Capital Gaines: Smart Things I Learned Doing Stupid Stuff,Chip Gaines,262
7572,Don't Settle for Safe: Embracing the Uncomfortable to Become Unstoppable,Sarah Jakes Roberts,181
7573,Brain Lock: Free Yourself from Obsessive-Compulsive Behavior,Jeffrey M. Schwartz,345
7574,The Young Traveler's Gift,Andy Andrews,122
7575,"The Witch's Book of Self-Care: Magical Ways to Pamper, Soothe, and Care for Your Body and Spirit",Arin Murphy-Hiscock,229
7576,"Crushing It!: How Great Entrepreneurs Build Their Business and Influence—and How You Can, Too",Gary Vaynerchuk,317
7577,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,393
7578,"Running on Empty No More: Transform Your Relationships with Your Partner, Your Parents &  Your Children",Jonice Webb,289
7579,The Tibetan Book of Living and Dying: The Spiritual Classic & International Bestseller: Revised and Updated Edition,Sogyal Rinpoche,645
7580,The Mastery of Self: A Toltec Guide to Personal Freedom,Don Miguel Ruiz,151
7581,Just Listen: Discover the Secret to Getting Through to Absolutely Anyone,Mark Goulston,287
7582,The 10 Pillars of Wealth: Mind-Sets of the World's Richest People,Alex Becker,223
7583,Journey to the Heart: Daily Meditations on the Path to Freeing Your Soul,Melody Beattie,368
7584,Rewire Your Brain: Think Your Way to a Better Life,John B. Arden,374
7585,How to Be Yourself: Quiet Your Inner Critic and Rise Above Social Anxiety,Ellen Hendriksen,354
7586,The Language of Letting Go: Daily Meditations on Codependency,Melody Beattie,599
7587,Your Erroneous Zones: Step-by-Step Advice for Escaping the Trap of Negative Thinking and Taking Control of Your Life,Wayne Dyer,309
7588,Tidy the F*ck Up: The American Art of Organizing Your Sh*t,Messie Condo,179
7589,"Invested: How I Learned to Master My Mind, My Fears, and My Money to Achieve Financial Freedom and Live a More Authentic Life (with a Little Help from Warren Buffett, Charlie Munger, and My Dad)",Danielle Town,440
7590,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,219
7591,Drop the Rock: Removing Character Defects - Steps Six and Seven,Bill P.,137
7592,What to Say When You Talk to Your Self,Shad Helmstetter,217
7593,"The Noticer Collection: Sometimes, all a person needs is a little perspective.",Andy Andrews,403
7594,Autism in Heels: The Untold Story of a Female Life on the Spectrum,Jennifer Cook O'Toole,398
7595,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,103
7596,Think And Grow Rich (1937 Edition),Napoleon Hill,353
7597,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,310
7598,Can't Hurt Me: Master Your Mind and Defy the Odds - Clean Edition,David Goggins,444
7599,Mothers Who Can't Love: A Healing Guide for Daughters,Susan Forward,327
7600,"The Bullet Journal Method: Track Your Past, Order Your Present, Plan Your Future",Ryder Carroll,361
7601,The Empath's Survival Guide: Life Strategies for Sensitive People,Judith Orloff,268
7602,"Own the Day, Own Your Life: Optimized Practices for Waking, Working, Learning, Eating, Training, Playing, Sleeping, and Sex",Aubrey Marcus,547
7603,"How Happiness Happens: Finding Lasting Joy in a World of Comparison, Disappointment, and Unmet Expectations",Max Lucado,196
7604,Failing Forward: Turning Mistakes into Stepping Stones for Success,John C. Maxwell,262
7605,"The Art of Witty Banter: Be Clever, Quick, & Magnetic",Patrick King,166
7606,"The Emotionally Healthy Church, Updated and Expanded Edition: A Strategy for Discipleship That Actually Changes Lives",Peter Scazzero,306
7607,Emotional Intelligence Mastery: A Practical Guide To Improving Your EQ,Eric Jordan,97
7608,You Were Born for This: Astrology for Radical Self-Acceptance,Chani Nicholas,369
7609,How May I Serve,Karen Mathews,191
7610,The Maxwell Daily Reader: 365 Days of Insight to Develop the Leader Within You and Influence Those Around You,John C. Maxwell,743
7611,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance,Tom Brady,620
7612,Healing Trauma: A Pioneering Program for Restoring the Wisdom of Your Body,Peter A. Levine,101
7613,Accidentally on Purpose: The True Tale of a Happy Single Mother,Mary F. Pols,339
7614,Activate Your Brain: How Understanding Your Brain Can Improve Your Work - and Your Life,Scott G. Halford,315
7615,The Self-Acceptance Project: How to Be Kind and Compassionate Toward Yourself in Any Situation,Tara Brach,231
7616,Personality Types: Using the Enneagram for Self-Discovery,Don Richard Riso,766
7617,How to Think Like a Roman Emperor: The Stoic Philosophy of Marcus Aurelius,Donald Robertson,337
7618,The Book of Forgiving: The Fourfold Path for Healing Ourselves and Our World,Desmond Tutu,218
7619,Ordering Your Private World,Gordon MacDonald,298
7620,The Year of You: 365 Journal Writing Prompts for Creative Self-Discovery,Hannah Braime,419
7621,Mortuary Confidential:,Todd Harra,266
7622,Stillness Speaks,Eckhart Tolle,102
7623,Keep Your Brain Alive: 83 Neurobic Exercises to Help Prevent Memory Loss and Increase Mental Fitness,Lawrence C. Katz,169
7624,Taming Your Gremlin (Revised Edition): A Surprisingly Simple Method for Getting Out of Your Own Way,Rick Carson,227
7625,Quiet Leadership: Six Steps to Transforming Performance at Work,David Rock,342
7626,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,287
7627,The Power of Positive Thinking: 10 Traits for Maximum Results,Dr. Norman Vincent Peale,317
7628,"The Emotionally Absent Mother, Updated and Expanded Second Edition: How to Recognize and Heal the Invisible Effects of Childhood Emotional Neglect",Jasmin Lee Cori,447
7629,Detox Your Thoughts: Quit Negative Self-Talk for Good and Discover the Life You've Always Wanted,"Andrea Bonior, PhD",258
7630,Leadership and the One Minute Manager Updated Ed: Increasing Effectiveness Through Situational Leadership II,Ken Blanchard,121
7631,HumanKind: Changing the World One Small Act At a Time,Brad Aronson,310
7632,"Nearing Home: Life, Faith, and Finishing Well",Billy Graham,180
7633,"Self-Love: The 21-Day Self-Love Challenge - Learn How to Love Yourself Unconditionally, Cultivate Self-Worth, Self-Compassion and Self-Confidence",Ingrid Lindberg,75
7634,Peace with God: The Secret of Happiness,Billy Graham,322
7635,Soul Detox: Clean Living in a Contaminated World,Craig Groeschel,225
7636,Keep Going: 10 Ways to Stay Creative in Good Times and Bad,Austin Kleon,182
7637,"Dream Big: Know What You Want, Why You Want It, and What You’re Going to Do About It",Bob Goff,247
7638,"The Power of Self-Confidence: Become Unstoppable, Irresistible, and Unafraid in Every Area of Your Life",Brian Tracy,294
7639,Free to Focus: A Total Productivity System to Achieve More by Doing Less,Michael Hyatt,282
7640,"The Grief Recovery Handbook, 20th Anniversary Expanded Edition: The Action Program for Moving Beyond Death, Divorce, and Other Losses including Health, Career, and Faith",John W. James,255
7641,Give Them Lala,Lala Kent,209
7642,Believe IT: How to Go from Underestimated to Unstoppable,Jamie Kern Lima,315
7643,"Living Well, Spending Less: 12 Secrets of the Good Life",Ruth Soukup,217
7644,The 21 Day Happiness Challenge: Learn How to Love Your Life and Become a Happier Person in Just 21 Days,Ingrid Lindberg,56
7645,The Secret Lives of Introverts: Inside Our Hidden World,Jenn Granneman,367
7646,Self Discovery Journal: 100 Days Of Self Exploration: Questions And Prompts That Will Help You Gain Self Awareness In Less Than 10 Minutes A Day,Amy J. Blake,110
7647,Writing Down Your Soul: How to Activate and Listen to the Extraordinary Voice Within,Janet Conner,274
7648,"Overcomer: 8 Ways to Live a Life of Unstoppable Strength, Unmovable Faith, and Unbelievable Power",Dr.  David Jeremiah,290
7649,Conscious: A Brief Guide to the Fundamental Mystery of the Mind,Annaka Harris,126
7650,The Applause of Heaven: Discover the Secret to a Truly Satisfying Life,Max Lucado,212
7651,A Course In Miracles: (Original Edition),Baker & Taylor Publisher Services,1955
7652,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,227
7653,"Mental Models: 30 Thinking Tools that Separate the Average From the Exceptional. Improved Decision-Making, Logical Analysis, and Problem-Solving.",Peter Hollins,173
7654,Anam Cara: A Book of Celtic Wisdom,John O'Donohue,266
7655,Beyond Tidy: Declutter Your Mind and Discover the Magic of Organized Living,Annmarie Brogan,206
7656,Stop Doing That Sh*t: End Self-Sabotage and Demand Your Life Back,Gary John Bishop,180
7657,The Slight Edge: Turning Simple Disciplines into Massive Success and Happiness,Jeff Olson,366
7658,Cal Newport's Deep Work: Rules for Focused Success in a Distracted World | Summary,Ant Hive Media,35
7659,Honoring Your Ancestors: A Guide to Ancestral Veneration,Mallorie Vaudoise,244
7660,Real Artists Don't Starve: Timeless Strategies for Thriving in the New Creative Age,Jeff Goins,245
7661,"The Verbally Abusive Relationship, Expanded Third Edition: How to recognize it and how to respond",Patricia Evans,308
7662,What's So Amazing About Grace?,Philip Yancey,414
7663,Soul Keeping: Caring For the Most Important Part of You,John Ortberg,238
7664,"Empath's Emotional Intelligence Guide: How Sensitive People Can Build Emotional Resilience, Be Mentally Strong and Build Better Relationships",Mrs. Ashiya,131
7665,You Are Never Alone: Trust in the Miracle of God's Presence and Power,Max Lucado,177
7666,The Book of Destinies: Discover the Life You Were Born to Live,Chetan Parkyn,582
7667,Find Your Artistic Voice: The Essential Guide to Working Your Creative Magic,Lisa Congdon,212
7668,"Neuro-Discipline: Everyday Neuroscience for Self-Discipline, Focus, and Defeating Your Brain’s Impulsive and Distracted Nature",Peter Hollins,141
